Unidades,Nombre,#DescubreElHobby,#IngenioEstratega,#NivelExperto,#CreaConexiones,#EquipoGanador,#DuelosMemorables,#InicioRápido,#GestionaTusRecursos,#DominaElTablero,#ArteEnLaMesa,Peso_BGG,Min_Jugadores,Max_Jugadores,Tiempo_Juego,Rating_BGG,Mecanicas,Categorias,Link_BGG,BGG_ID,Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7
1,Viticulture Essential Edition,No,Sí,no,no,no,No,No,si,no,no,2.89,1,6,90,8,"
Contracts
Hand Management
Race
Solo / Solitaire Game
Turn Order: Auction
Victory Points as a Resource
Worker Placement
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/183394,183394,,,,,,,
1,The Wtcher: El Viejo Mundo,no,si,no,no,no,no,no,no,no,si,2.88,1,5,150,7.9,"
Card Play Conflict Resolution
Deck, Bag, and Pool Building
Dice Rolling
Events
Hand Management
Increase Value of Unchosen Resources
Narrative Choice / Paragraph
Open Drafting
Pick-up and Deliver
Point to Point Movement
Race
Role Playing
Solo / Solitaire Game
Variable Player Powers
Variable Set-up",,https://boardgamegeek.com/boardgame/331106/the-witcher-old-world,331106,,,,,,,
1,Pulitzer,no,si,no,no,no,no,no,si,no,si,2.88,1,5,120,7.1,"Area Majority / Influence
End Game Bonuses
Events
Point to Point Movement
Secret Unit Deployment
Set Collection
Solo / Solitaire Game
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/428231/pulitzer,428231,,,,,,,
1,Blood Rage,No,Sí,no,NO,NO,No,No,no,SI,SI,2.87,2,4,90,7.9,"
Action Points
Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Closed Drafting
Hand Management
Map Reduction
Memory
Open Drafting
Simultaneous Action Selection
Take That
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/170216,170216,,,,,,,
1,Caylus 1303,no,si,no,no,no,no,no,si,no,no,2.87,2,5,90,7.4,"
Action Queue
End Game Bonuses
Hidden Victory Points
Income
Open Drafting
Ownership
Resource to Move
Tags
Take That
Tile Placement
Turn Order: Claim Action
Turn Order: Pass Order
Variable Player Powers
Variable Set-up
Victory Points as a Resource
Worker Placement",,https://boardgamegeek.com/boardgame/284818/caylus-1303,284818,,,,,,,
1,Daybreak,no,si,no,no,si,no,no,si,no,no,2.86,1,4,120,7.7,"
Automatic Resource Growth
Cooperative Game
Die Icon Resolution
Events
Hand Management
Melding and Splaying
Multi-Use Cards
Set Collection
Simulation
Simultaneous Action Selection
Solo / Solitaire Game
Tags
Tech Trees / Tech Tracks
Variable Player Powers
Variable Set-up",,https://boardgamegeek.com/boardgame/334986/daybreak,334986,,,,,,,
1,Fábrica de Chocolate,n,si,S,N,no,no,N,SI,SI,si,2.85,1,4,90,7.4,"Action Points
Bias
Contracts
End Game Bonuses
Open Drafting
Pick-up and Deliver",,https://boardgamegeek.com/boardgame/329434/chocolate-factory-deluxe-edition,329434,,,,,,,
1,Oceans,no,di,no,no,no,no,no,si,no,no,2.85,2,4,90,7.4,"Hand Management
Hidden Victory Points
Multi-Use Cards
Open Drafting
Take That
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/232414/oceans,232414,,,,,,,
1,Five Tribes,no,si,no,no,no,no,no,no,si,no,2.84,2,4,80,7.8,"
Auction / Bidding
Constrained Bidding
End Game Bonuses
Hidden Victory Points
Mancala
Modular Board
Set Collection
Square Grid
Take That
Turn Order: Auction
Variable Player Powers
Variable Set-up
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/157354/five-tribes-the-djinns-of-naqala,157354,,,,,,,
1,Los Castillos de Borgoña: Edición Especial,no,si,no,no,no,no,no,si,no,si,2.83,1,4,120,9.1,"
Dice Rolling
End Game Bonuses
Grid Movement
Set Collection
Solo / Solitaire Game
Team-Based Game
Tile Placement",,https://boardgamegeek.com/boardgame/363622/the-castles-of-burgundy-special-edition,363622,,,,,,,
1,Everdell,No,Sí,no,no,no,No,No,si,no,si,2.83,1,4,80,8,"
Contracts
End Game Bonuses
Hand Management
Income
Open Drafting
Ownership
Set Collection
Solo / Solitaire Game
Tags
Variable Set-up
Worker Placement",,https://boardgamegeek.com/boardgame/199792,199792,,,,,,,
1,Deus,no,si,no,no,no,no,no,si,no,no,2.83,2,4,90,7.3,"Action Queue
Area Majority / Influence
End Game Bonuses
Grid Movement
Hand Management
Hexagon Grid
Modular Board
Multi-Use Cards
Network and Route Building
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/162082/deus,162082,,,,,,,
1,The Red Cathedral,No,Sí,no,no,no,No,No,si,no,no,2.82,1,4,80,7.7,"
Area Majority / Influence
Contracts
Dice Rolling
End Game Bonuses
Rondel
Solo / Solitaire Game
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/227224/the-red-cathedral,295508,,,,,,,
1,Cyclades,No,Si,no,no,no,no,no,,,si,2.82,2,5,90,7.5,"
Area Majority / Influence
Area Movement
Auction / Bidding
Auction: Fixed Placement
Dice Rolling
Open Drafting
Set Collection
Variable Phase Order",,,,,,,,,,
1,Tikal,No,Sí,no,no,no,No,No,no,si,no,2.78,2,4,90,7.3,"
Action Points
Area Majority / Influence
Auction / Bidding
Events
Grid Movement
Hexagon Grid
Kill Steal
Layering
Map Addition
Modular Board
Set Collection
Tile Placement
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/54,54,,,,,,,
1,Yukon Airways,no,si,no,no,no,no,no,si,si,si,2.77,1,4,90,7.3,"
Action Drafting
Contracts
Hand Management
Open Drafting
Pick-up and Deliver
Point to Point Movement
Resource to Move
Solo / Solitaire Game
Turn Order: Claim Action
Variable Set-up
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/283294/yukon-airways,283294,,,,,,,
1,Architects of the West Kingdom,No,Sí,no,NO,NO,NO,No,SI,NO,NO,2.76,1,5,80,7.7,"
Area Movement
Contracts
End Game Bonuses
Events
Kill Steal
Loans
Open Drafting
Solo / Solitaire Game
Static Capture
Tags
Take That
Track Movement
Variable Player Powers
Variable Set-up
Worker Placement",,https://boardgamegeek.com/boardgame/236457,236457,,,,,,,
1,Celtae,no,si,no,no,no,no,no,si,si,no,2.74,1,4,100,7.1,"Area Majority / Influence
Hand Management
Rondel
",,https://boardgamegeek.com/boardgame/374200/celtae,374200,,,,,,,
1,Atiwa,no,si,no,no,no,no,no,si,si,no,2.73,1,4,120,7.5,"Automatic Resource Growth
End Game Bonuses
Modular Board
Turn Order: Claim Action
Worker Placement",,,,,,,,,,
1,bot factory,no,si,no,no,no,no,no,si,no,no,2.73,1,4,60,7.4,"Open Drafting
Tile Placement
Variable Phase Order
Worker Placement",,https://boardgamegeek.com/boardgame/328124/bot-factory,,,,,,,,
1,London 2da edición,no,si,no,no,no,no,no,no,no,no,2.72,2,4,90,7.5,"Action Queue
Automatic Resource Growth
Contracts
End Game Bonuses
Hand Management
Income
Loans
Open Drafting
Tags
Take That
Variable Set-up",,https://boardgamegeek.com/boardgame/236191/london-second-edition,236191,,,,,,,
1,Honey Buzz,no,si,no,no,no,no,no,si,no,si,2.71,1,4,90,7.5,"Action Retrieval
Contracts
Enclosure
End Game Bonuses
Grid Movement
Hexagon Grid
Income
Market
Memory
Modular Board
Open Drafting
Pattern Building
Pieces as Map
Race
Resource to Move
Solo / Solitaire Game
Square Grid
Tile Placement
Variable Set-up
Worker Placement",,https://boardgamegeek.com/boardgame/284742/honey-buzz,284742,,,,,,,
1,Las Mansiones de la Locura,si,Sí,no,no,si,no,No,no,no,si,2.7,1,5,180,7.9,"Area Movement
Cooperative Game
Dice Rolling
Hand Management
Map Addition
Modular Board
Role Playing
Scenario / Mission / Campaign Game
Solo / Solitaire Game
Stat Check Resolution
Traitor Game
Variable Player Powers",,https://boardgamegeek.com/boardgame/205059,205059,,,,,,,
1,3 ring circus,no,si,no,no,no,no,no,si,si,no,2.7,1,4,75,7.2,"Area Majority / Influence
End Game Bonuses
Hand Management
Movement Points
Point to Point Movement",,https://boardgamegeek.com/boardgame/371947/3-ring-circus,371947,,,,,,,
1,El Señor de los Anillos: Viajes por la Tierra Media,no,si,no,no,si,no,no,no,si,si,2.69,1,5,120,7.9,"
Action Points
Area Movement
Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Map Addition
Modular Board
Role Playing
Scenario / Mission / Campaign Game
Solo / Solitaire Game
Stat Check Resolution
Variable Player Powers",,https://boardgamegeek.com/boardgame/269385/the-lord-of-the-rings-journeys-in-middle-earth,269385,,,,,,,
1,Las Tabernas de Valfonda,No,Sí,no,no,no,no,no,no,no,no,2.68,2,4,60,7.6,"Deck, Bag, and Pool Building
Dice Rolling
Open Drafting
Turn Order: Progressive
Worker Placement
Worker Placement with Dice Workers",,https://boardgamegeek.com/boardgame/269207,269207,,,,,,,
1,El gran libro de la locura,no,si,no,no,si,no,no,no,no,no,2.68,2,5,90,6.9,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Player Elimination
Variable Player Powers",,https://boardgamegeek.com/boardgame/171233/the-big-book-of-madness,171233,,,,,,,
1,Catan: El Auge de los incas,no,si,no,no,no,no,no,si,si,no,2.67,3,4,90,7.2,"Dice Rolling
Hand Management
Network and Route Building
Trading",,https://boardgamegeek.com/boardgame/244144/catan-histories-rise-of-the-inkas,244144,,,,,,,
1,Paleo,No,Sí,no,no,si,no,no,si,no,si,2.65,2,4,60,7.7,"Action / Event
Cooperative Game
Deck, Bag, and Pool Building
Memory
Scenario / Mission / Campaign Game
Simultaneous Action Selection
Variable Set-up",,https://boardgamegeek.com/boardgame/300531,300531,,,,,,,
1,Castillos del Rey Loco Ludwig,no,si,,no,no,No,No,no,no,no,2.65,1,4,90,7.5,"End Game Bonuses
Hidden Victory Points
I Cut, You Choose
Increase Value of Unchosen Resources
Pattern Building
Set Collection
Tile Placement
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/255848,255848,,,,,,,
1,Las Tribus del Viento,no,si,no,no,no,no,no,no,no,no,2.65,2,5,90,7.3,"
Closed Drafting
Contracts
End Game Bonuses
Grid Coverage
Hand Management
Movement Points
Neighbor Scope
Race
Set Collection
Tile Placement",,https://boardgamegeek.com/boardgame/362986/tribes-of-the-wind,362986,,,,,,,
1,"Future Inc. (2023)
",no,si,no,no,no,no,no,si,no,no,2.63,2,4,60,7.2,"Commodity Speculation
Market
Open Drafting
Set Collection
Victory Points as a Resource
",,https://boardgamegeek.com/boardgame/387305/future-inc,387305,,,,,,,
1,Neko Syndicate (2024),no,si,no,no,no,no,no,si,no,no,2.62,1,4,40,2.62,"Action Points
Pattern Building
Pick-up and Deliver",,https://boardgamegeek.com/boardgame/415792/neko-syndicate,415792,,,,,,,
1,Wingspan Asia,no,si,no,no,no,si,no,si,si,si,2.6,2,2,70,8.2,"Dice Rolling
End Game Bonuses
Hand Management
Open Drafting
Push Your Luck
Set Collection
Solo / Solitaire Game",,https://boardgamegeek.com/boardgame/366161/wingspan-asia,366161,,,,,,,
1,Catan viajeros de las estrellas,no,si,no,no,no,no,no,si,si,no,2.59,3,4,120,7.5,"Hexagon Grid
Modular Board
Trading
Variable Set-up",,https://boardgamegeek.com/boardgame/282853/catan-starfarers,282853,,,,,,,
1,Ecos: Primer Continente,no,si,no,no,no,no,no,no,no,no,2.57,2,6,75,7.1,"
Bingo
Contracts
Modular Board
Set Collection
Simultaneous Action Selection
Tile Placement
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/279254/ecos-first-continent,279254,,,,,,,
1,Brian Boru,no,si,no,no,no,no,no,no,si,no,2.55,3,5,90,7.5,"Area Majority / Influence
Closed Drafting
Hand Management
King of the Hill
Multi-Use Cards
Point to Point Movement
Trick-taking
Turn Order: Stat-Based
Variable Phase Order
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/337765/brian-boru-high-king-of-ireland,337765,,,,,,,
1,Museum,no,si,no,no,no,no,no,si,no,si,2.55,2,4,60,7.2,"Open Drafting
Set Collection
Trading",,,204505,,,,,,,
1,Ex Libris,No,Sí,no,no,no,No,No,si,si,no,2.54,1,4,45,7.1,"
Hand Management
Open Drafting
Set Collection
Solo / Solitaire Game
Tile Placement
Variable Player Powers
Worker Placement",,https://boardgamegeek.com/boardgame/201825/ex-libris/credits#boardgamemechanic,201825,,,,,,,
1,Escape Tales: Sin Memoria,no,si,no,no,si,no,no,no,no,no,2.54,1,4,540,6.6,"Cooperative Game
Dice Rolling
Push Your Luck
Variable Player Powers",,https://boardgamegeek.com/boardgame/282291/escape-tales-low-memory,282291,,,,,,,
1,union,no,si,no,no,no,no,no,si,si,no,2.53,2,5,90,7.5,"

Commodity Speculation
End Game Bonuses
Events
Grid Coverage
Market
Turn Order: Claim Action
Variable Set-up
Victory Points as a Resource
Worker PlacementCommodity Speculation
End Game Bonuses
Events
Grid Coverage
Market
Turn Order: Claim Action
Variable Set-up
Victory Points as a Resource
Worker Placement",,https://boardgamegeek.com/boardgame/343927/union-stockyards/credits#boardgamemechanic,,,,,,,,
1,El señor de los anillos,no,si,no,no,si,no,no,no,si,no,2.53,2,5,90,6.7,"Cooperative Game
Dice Rolling
Hand Management
Player Elimination
Set Collection
Variable Player Powers",,https://boardgamegeek.com/boardgame/823/the-lord-of-the-rings,823,,,,,,,
1,Rock Hard 1977,no,si,no,no,no,no,no,si,no,no,2.5,1,5,90,7.5,"End Game Bonuses
Events
Push Your Luck
Set Collection
Variable Player Powers
Worker Placement",,https://boardgamegeek.com/boardgame/402679/rock-hard-1977,402679,,,,,,,
1,Cthulhu: Death may die,no,si,no,no,si,no,no,no,no,si,2.48,1,5,120,8.2,"Action Points
Area Movement
Cooperative Game
Dice Rolling
Role Playing
Scenario / Mission / Campaign Game
Solo / Solitaire Game
Variable Player Powers",,https://boardgamegeek.com/boardgame/253344/cthulhu-death-may-die,253344,,,,,,,
1,Istambul Big Box,no,si,no,no,no,no,no,si,no,no,2.48,2,5,90,8,"
Contracts
Dice Rolling
Grid Movement
Modular Board
Network and Route Building
Pick-up and Deliver
Race
Variable Set-up",,https://boardgamegeek.com/boardgame/251219/istanbul-big-box/credits#boardgamemechanic,251219,,,,,,,
1,Wingspan,no,Sí,no,no,no,no,No,si,no,si,2.47,1,5,70,8,"
Action Queue
Dice Rolling
End Game Bonuses
Hand Management
Once-Per-Game Abilities
Open Drafting
Set Collection
Solo / Solitaire Game
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/266192,266192,,,,,,,
1,Pandemic: La Caida de Roma,no,si,no,no,si,no,no,si,si,no,2.47,1,5,60,7.6,"
Action Points
Cooperative Game
Dice Rolling
Events
Hand Management
Point to Point Movement
Set Collection
Solo / Solitaire Game
Variable Player Powers",,https://boardgamegeek.com/boardgame/260428/fall-of-rome/credits#boardgamemechanic,260428,,,,,,,
1,discover,no,si,no,no,si,no,no,si,,si,2.46,1,4,120,5.8,"Modular Board
Player Elimination
Variable Player Powers",,https://boardgamegeek.com/boardgame/258244/discover-lands-unknown,,,,,,,,
1,Critter Kitchen,no,si,no,no,no,no,no,si,no,si,2.45,2,5,70,7.8,"Contracts
Programmed Movement
Variable Player Powers
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/393429/critter-kitchen,393429,,,,,,,
1,Brew,no,si,no,no,no,no,no,no,no,no,2.44,2,4,90,7,"
Area Majority / Influence
Dice Rolling
Open Drafting
Take That
Turn Order: Progressive
Variable Player Powers
Worker Placement with Dice Workers",,https://boardgamegeek.com/boardgame/332386/brew,332386,,,,,,,
1,La búsqueda del planeta x,no,si,no,no,no,no,no,no,no,no,2.43,1,4,75,7.9,"
Action Points
Deduction
End Game Bonuses
Paper-and-Pencil
Rondel
Solo / Solitaire Game
Turn Order: Time Track",,https://boardgamegeek.com/boardgame/279537/the-search-for-planet-x,279537,,,,,,,
1,"Roll Player (2016)
",no,si,no,no,no,no,no,si,no,si,2.42,1,4,90,7.4,"Dice Rolling
Open Drafting
Role Playing
Set Collection
Variable Player Powers
",,https://boardgamegeek.com/boardgame/169426/roll-player,169426,,,,,,,
1,Cytosis: A Cell Biology Game,No,Sí,no,no,no,no,no,si,no,si,2.42,2,4,90,7,"Set Collection
Worker Placement",,https://boardgamegeek.com/boardgame/202977/cytosis-a-cell-biology-board-game,202977,,,,,,,
1,Pan Am: El Juego,No,si,no,no,no,no,no,si,no,no,2.41,2,4,60,7.5,"
Auction / Bidding
Auction: Fixed Placement
Connections
Constrained Bidding
Dice Rolling
Events
Income
Investment
Stock Holding
Turn Order: Claim Action
Turn Order: Progressive
Worker Placement",,https://boardgamegeek.com/boardgame/303057/pan-am,303057,,,,,,,
1,Pandemic,Sí,No,no,no,si,No,No,no,si,no,2.4,2,4,45,7.5,"
Action Points
Chaining
Contracts
Cooperative Game
Events
Hand Management
Multi-Use Cards
Point to Point Movement
Set Collection
Simulation
Tags
Trading
Variable Player Powers
Variable Set-up",,https://boardgamegeek.com/boardgame/30549/pandemic/credits#boardgamemechanic,30549,,,,,,,
1,Botanicus,no,si,no,no,no,no,no,si,no,si,2.4,2,4,60,7.4,"
Action Drafting
Grid Coverage
Grid Movement
Modular Board
Resource to Move
Set Collection
Tile Placement
Turn Order: Stat-Based
Variable Set-up",,https://boardgamegeek.com/boardgame/413260/botanicus,413260,,,,,,,
1,Mytikas,no,si,no,no,no,no,no,si,no,no,2.4,2,4,60,7.4,"Follow
Resource to Move
Worker Placement
",,https://boardgamegeek.com/boardgame/382676/mytikas,382676,,,,,,,
1,Catan Energias,no,si,no,no,no,no,no,si,si,no,2.4,3,4,90,7.2,"Area Majority / Influence
Dice Rolling
Hexagon Grid
Modular Board
Trading
Variable Set-up",,https://boardgamegeek.com/boardgame/408727/catan-new-energies,408727,,,,,,,
1,Back to the future: Viaje al Pasado,no,si,no,no,si,no,no,no,no,no,2.38,2,4,50,7.2,"Cooperative Game
Dice Rolling
Push Your Luck
Variable Player Powers",,https://boardgamegeek.com/boardgame/302388/back-to-the-future-back-in-time,302388,,,,,,,
1,La isla de los gatos,no,si,no,no,no,no,no,no,no,si,2.36,1,6,90,7.6,"
Closed Drafting
Grid Coverage
Hidden Victory Points
Income
Open Drafting
Pattern Building
Set Collection
Solo / Solitaire Game
Square Grid
Tile Placement
Turn Order: Stat-Based",,https://boardgamegeek.com/boardgame/281259,281259,,,,,,,
1,Creature Comforts,no,si,no,no,no,No,No,si,no,si,2.36,1,5,45,7.4,"
Auction: Dutch
Contracts
Dice Rolling
End Game Bonuses
Events
Hand Management
Open Drafting
Ownership
Push Your Luck
Set Collection
Solo / Solitaire Game
Tags
Turn Order: Progressive
Worker Placement
Worker Placement with Dice Workers",,https://boardgamegeek.com/boardgame/304051,304051,,,,,,,
1,Finspan,no,si,no,no,no,no,no,si,no,si,2.33,1,5,60,7.7,"End Game Bonuses
Hand Management
Once-Per-Game Abilities
Solo / Solitaire Game
Tags",,https://boardgamegeek.com/boardgame/436126/finspan,436126,,,,,,,
1,Revelación,no,si,no,no,no,no,no,si,si,si,2.33,2,6,90,7.4,"Dice Rolling
Memory
Point to Point Movement
Variable Player Powers",,https://boardgamegeek.com/boardgame/283213/revelacion,283213,,,,,,,
1,Harry Potter: Death Eaters Rising,no,si,no,no,si,no,no,no,no,no,2.33,2,4,90,6.9,"Cooperative Game
Dice Rolling
Open Drafting
Push Your Luck
Re-rolling and Locking",,https://boardgamegeek.com/boardgame/283211/harry-potter-death-eaters-rising,283211,,,,,,,
1,7 Wonders,Sí,No,no,NO,NO,No,No,NO,NO,NO,2.32,2,7,45,7.6,"
Closed Drafting
End Game Bonuses
Hand Management
Melding and Splaying
Multi-Use Cards
Neighbor Scope
Once-Per-Game Abilities
Score-and-Reset Game
Set Collection
Simultaneous Action Selection
Tags
Tech Trees / Tech Tracks
Variable Player Powers
Variable Set-up",,https://boardgamegeek.com/boardgame/68448,68448,,,,,,,
1,Abyss,no,si,no,no,no,no,no,no,no,si,2.32,2,4,60,7.3,"Auction / Bidding
Hand Management
Memory
Open Drafting
Push Your Luck
Set Collection",,https://boardgamegeek.com/boardgame/155987/abyss,155987,,,,,,,
1,El Ansia,no,si,no,no,no,no,no,no,no,no,2.32,2,6,60,7,"
Contracts
Deck, Bag, and Pool Building
End Game Bonuses
Increase Value of Unchosen Resources
Movement Points
Open Drafting
Push Your Luck
Set Collection
Track Movement
Turn Order: Stat-Based",,https://boardgamegeek.com/boardgame/339906/the-hunger,339906,,,,,,,
1,Stone Age 10 aniversario,No,Sí,no,no,no,No,No,si,no,no,2.31,2,4,90,7.9,"Dice Rolling
Set Collection
Turn Order: Progressive
Worker Placement
",,https://boardgamegeek.com/boardgame/260678/stone-age-anniversary,260678,,,,,,,
1,undaunted: north africa,no,si,no,no,no,si,no,no,no,no,2.31,2,2,60,7.8,"Command Cards
Deck, Bag, and Pool Building
Dice Rolling
Hexagon Grid
Modular Board
Open Drafting
Simulation",,https://boardgamegeek.com/boardgame/290359/undaunted-north-africa,290359,,,,,,,
1,Ra,si,No,no,si,no,no,si,no,no,NO,2.31,2,5,60,7.7,"Auction / Bidding
Auction: Once Around
Closed Economy Auction
Constrained Bidding
Hidden Victory Points
Push Your Luck
Set Collection",,https://boardgamegeek.com/boardgame/12,12,,,,,,,
1,Bunny Kingdom,no,si,no,no,no,No,No,no,si,no,2.3,2,5,60,7.4,"
Area Majority / Influence
Closed Drafting
End Game Bonuses
Grid Coverage
Hand Management
Simultaneous Action Selection
Square Grid",,https://boardgamegeek.com/boardgame/184921,184921,,,,,,,
1,Modern Art Deluxe,no,si,no,no,no,no,no,no,no,si,2.29,3,5,45,7.5,"
Auction / Bidding
Auction: English
Auction: Once Around
Auction: Sealed Bid
Auction: Turn Order Until Pass
Commodity Speculation
Hand Management
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/118/modern-art,118,,,,,,,
1,Catan Edicion Viaje,no,si,no,no,no,no,no,si,si,no,2.29,2,4,75,7.1,"Dice Rolling
Hand Management
Modular Board",,https://boardgamegeek.com/boardgame/172994/catan-traveler-compact-edition,172994,,,,,,,
1,Oh My Goods!,NO,SI,,NO,NO,NO,No,SI,NO,NO,2.29,2,4,30,7,"Action Queue
Contracts
Hand Management
Multi-Use Cards
Push Your Luck
Set Collection
Turn Order: Progressive
Variable Set-up",,https://boardgamegeek.com/boardgame/183840,183840,,,,,,,
1,Galaxy Trucker,No,Sí,no,no,no,No,No,si,no,no,2.28,2,4,30,7.4,"Dice Rolling
Events
Real-Time
Relative Movement
Tile Placement
Track Movement",,https://boardgamegeek.com/boardgame/336794/galaxy-trucker-second-edition,336794,,,,,,,
1,fossilis,no,si,no,no,no,no,no,si,no,si,2.28,2,5,60,7,"
Action Points
Contracts
End Game Bonuses
Events
Grid Movement
Map Deformation
Modular Board
Open Drafting
Set Collection
Slide / Push
Square Grid
Static Capture
Tags
Take That
Three Dimensional Movement
Tile Placement
Variable Set-up",,https://boardgamegeek.com/boardgame/280032/fossilis,280032,,,,,,,
1,World Wonders,no,si,no,no,no,no,no,si,no,si,2.26,1,5,70,7.6,"
Action Points
Grid Coverage
Loans
Open Drafting
Solo / Solitaire Game
Square Grid
Tile Placement",,https://boardgamegeek.com/boardgame/365258/world-wonders,365258,,,,,,,
1,Cryptid,No,no,si,no,no,no,No,no,si,si,2.26,3,5,50,7.4,"Deduction
Hexagon Grid
Modular Board
Pattern Recognition",,https://boardgamegeek.com/boardgame/246784,246784,,,,,,,
1,Photosynthesis,no,si,no,no,no,no,No,no,si,si,2.26,2,4,60,6.9,"
Action Points
Area Majority / Influence
Bias
End Game Bonuses
Hexagon Grid
Income
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/218603,218603,,,,,,,
1,Planeta Desconocido,no,si,no,no,no,no,no,si,no,no,2.25,1,6,80,7.8,"
End Game Bonuses
Events
Grid Coverage
Grid Movement
Hidden Victory Points
Map Addition
Neighbor Scope
Network and Route Building
Open Drafting
Pattern Building
Rondel
Simultaneous Action Selection
Solo / Solitaire Game
Square Grid
Sudden Death Ending
Tags
Tech Trees / Tech Tracks
Tile Placement
Turn Order: Progressive
Variable Player Powers",,https://boardgamegeek.com/boardgame/258779/planet-unknown,258779,,,,,,,
1,Colt Express big box ,Sí,No,no,no,no,no,No,no,si,si,2.25,2,9,40,7.8,"Action Queue
Action Retrieval
Hand Management
Programmed Movement
Variable Player Powers",,https://boardgamegeek.com/boardgame/341504/colt-express-big-box,158899,,,,,,,
1,Pradera,no,si,no,no,no,no,no,no,no,si,2.25,1,4,90,7.7,"Hand Management
Layering
Open Drafting
Set Collection
Solo / Solitaire Game
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/314491,314491,,,,,,,
1,Isle of Skye: De lider a Rey,no,si,no,no,no,No,No,si,no,no,2.25,2,5,50,7.4,"
Auction: Multiple Lot
Catch the Leader
Commodity Speculation
I Cut, You Choose
Set Collection
Tile Placement
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/176494,176494,,,,,,,
1,Oltree,No,Sí,no,no,si,No,No,si,si,si,2.25,2,4,60,7.5,"Cooperative Game
Dice Rolling
Events
Narrative Choice / Paragraph
Scenario / Mission / Campaign Game
Storytelling",,https://boardgamegeek.com/boardgame/297177,297177,,,,,,,
1,Ishtar: Jardines de Babilonia,no,si,no,no,no,no,no,si,si,si,2.25,2,4,45,7,"Area Majority / Influence
Rondel
Tile Placement
",,https://boardgamegeek.com/boardgame/271088/ishtar-gardens-of-babylon,271088,,,,,,,
1,1812 Argentina,SI,NO,,SI,NO,NO,NO,NO,NO,SI,2.25,2,7,15,6.5,Cooperative Game,,https://boardgamegeek.com/boardgame/321228/1812-argentina,321228,,,,,,,
1,Wildlans,no,si,no,no,no,no,no,no,no,no,2.24,2,4,60,7.3,"Area Movement
Hand Management
Interrupts
Kill Steal
Secret Unit Deployment
Variable Player Powers",,https://boardgamegeek.com/boardgame/244654/wildlands,244654,,,,,,,
1,7 Wonders Duel,NO,SI,no,NO,NO,Sí,No,SI,NO,NO,2.23,2,2,30,8.1,"
End Game Bonuses
Income
Melding and Splaying
Modular Board
Multi-Use Cards
Once-Per-Game Abilities
Open Drafting
Score-and-Reset Game
Set Collection
Sudden Death Ending
Tags
Tech Trees / Tech Tracks
Track Movement
Tug of War
Variable Set-up",,https://boardgamegeek.com/boardgame/173346,173346,,,,,,,
1,Clank,no,si,no,no,no,no,no,no,no,no,2.23,2,4,60,7.8,"
Action Points
Deck, Bag, and Pool Building
Delayed Purchase
End Game Bonuses
Movement Points
Open Drafting
Player Elimination
Point to Point Movement
Push Your Luck
Variable Set-up",,https://boardgamegeek.com/boardgame/201808/clank-a-deck-building-adventure,201808,,,,,,,
1,Tiwanaku,no,si,no,no,no,no,no,no,si,si,2.22,1,4,60,7.3,"Cooperative Game
Deduction
Grid Movement
Modular Board
Solo / Solitaire Game",,https://boardgamegeek.com/boardgame/267979/tiwanaku,267979,,,,,,,
1,Forest Shuffle,no,si,no,no,no,no,no,no,no,si,2.21,2,5,60,7.7,"End Game Bonuses
Hand Management
Layering
Melding and Splaying
Multi-Use Cards
Open Drafting
Set Collection
Tags",,https://boardgamegeek.com/boardgame/391163/forest-shuffle,391163,,,,,,,
1,Mision Planeta Rojo,no,Si,No,Si,No,No,No,No,Si,No,2.21,2,6,90,7.4,"
Action Retrieval
Area Majority / Influence
Area Movement
Hand Management
Simultaneous Action Selection
Take That
Turn Order: Role Order",,https://boardgamegeek.com/boardgame/176920/mission-red-planet-secondthird-edition/credits#boardgamemechanic,176920,,,,,,,
1,Living Forest,No,Sí,no,no,no,no,no,no,no,si,2.21,1,4,40,7.2,"Deck, Bag, and Pool Building
Push Your Luck
Race
Simultaneous Action Selection
Tile Placement
",,https://boardgamegeek.com/boardgame/328479/living-forest,328479,,,,,,,
